PERMNO,DelistingDt,DelDtPrc,DelDtPrcFlg,DelActionType,DelStatusType,DelReasonType,DelPaymentType,DelPERMNO,DelPERMCO,DelRet,DelRetMissType,DelNextDt,DelNextPrc,DelNextPrcFlg,DelAmtDt,DelDivAmt,DelDisType,DelDlyDt,PrimaryExch,SICCD,NASDIssuno
10001,2017-08-03,13.100000,TR,MER,FPAY,UNAV,CASH,0,0,0.000000,NA,,,DA,2017-08-04,13.100000,D1,2017-08-04,A,4925,10398
10025,2017-01-20,109.950000,TR,MER,FPAY,UNAV,CST,13604,54198,0.002556,NA,,,DA,2017-01-23,110.231000,D2,2017-01-23,Q,3081,10432
10051,2022-10-03,12.365000,BA,MER,FPAY,UNAV,CASH,0,0,0.516377,NA,,,DA,2022-10-04,18.750000,D1,2022-10-04,N,4813,10468
10116,2017-02-22,0.620000,TR,GDR,VCL,SHLD,PRCF,0,0,-0.032258,NA,2017-02-23,0.600000,DP,2017-02-23,0.000000,NO,2017-02-23,Q,2834,70081028
10147,2016-09-06,29.050000,TR,MER,FPAY,UNAV,CST,16267,55676,0.012051,NA,,,DA,2016-09-07,29.400080,D2,2016-09-07,N,3572,10615
10151,2015-08-07,19.379900,TR,GLI,FPAY,UNAV,UNAV,0,0,-0.001928,NA,,,DA,2015-08-10,19.342530,D1,2015-08-10,R,6726,0
10180,2020-05-29,0.090000,TR,GDR,VCL,BKPY,PRCF,0,0,-0.166667,NA,2020-06-01,0.075000,DP,2020-06-01,0.000000,NO,2020-06-01,Q,2834,12980
10182,2020-06-29,144.900000,TR,MER,FPAY,UNAV,CASH,0,53688,0.000690,NA,,,DA,2020-06-30,145.000000,D1,2020-06-30,Q,5040,10660
10201,2021-05-14,3.020000,TR,MER,FPAY,UNAV,CASH,0,0,0.003311,NA,,,DA,2021-05-17,3.030000,D1,2021-05-17,N,4911,0
10223,2014-03-27,2.030000,TR,MER,FPAY,UNAV,CASH,0,0,0.009852,NA,,,DA,2014-03-28,2.050000,D1,2014-03-28,N,7371,0
10225,2014-04-30,83.470000,TR,MER,FPAY,UNAV,CASH,0,0,0.000359,NA,,,DA,2014-05-01,83.500000,D1,2014-05-01,N,3433,0
10232,2022-05-13,23.080000,TR,MER,FPAY,UNAV,CASH,0,7871,0.000867,NA,,,DA,2022-05-16,23.100000,D1,2022-05-16,Q,6035,10697
10239,2021-05-28,23.300000,TR,MER,FPAY,UNAV,CASH,0,3682,0.000000,NA,,,DA,2021-06-01,23.300000,D1,2021-06-01,Q,6331,924
10259,2018-08-24,0.235500,TR,GDR,VCL,CORQ,PRCF,0,0,-0.087049,NA,2018-08-27,0.215000,DP,2018-08-27,0.000000,NO,2018-08-27,Q,3570,10743
10297,2017-01-13,21.940000,TR,MER,FPAY,UNAV,STK,85332,32069,-0.006000,NA,,,DA,2017-01-17,21.808360,D1,2017-01-17,Q,6035,10785
10299,2017-03-10,65.000000,TR,MER,FPAY,UNAV,CST,60871,282,0.003209,NA,,,DA,2017-03-13,65.208600,D2,2017-03-13,Q,3670,10788
10302,2020-04-15,23.820000,TR,MER,FPAY,UNAV,CASH,0,0,0.001259,NA,,,DA,2020-04-16,23.850000,D1,2020-04-16,Q,3674,24762
10353,2016-03-31,9.710000,TR,GDR,VCL,CORQ,PRCF,0,0,-0.031926,NA,2016-04-01,9.400000,DP,2016-04-01,0.000000,NO,2016-04-01,Q,3570,10876
10363,2020-11-13,13.750000,TR,MER,FPAY,UNAV,CASH,0,0,0.000000,NA,,,DA,2020-11-16,13.750000,D1,2020-11-16,Q,2834,10886
10375,2019-07-31,21.380000,TR,MER,FPAY,UNAV,STK,11992,9882,-0.021349,NA,,,DA,2019-08-01,20.923560,D1,2019-08-01,N,6021,10895
10395,2019-05-22,69.960000,TR,MER,FPAY,UNAV,CASH,0,31386,0.000572,NA,,,DA,2019-05-23,70.000000,D1,2019-05-23,Q,6330,10934
10507,2014-09-30,13.780000,TR,MER,FPAY,UNAV,CASH,0,3321,0.001451,NA,,,DA,2014-10-01,13.800000,D1,2014-10-01,Q,3840,9511
10514,2023-06-09,0.201400,TR,GDR,VCL,FING,PRCF,0,0,-0.235353,NA,2023-06-12,0.154000,DP,2023-06-12,0.000000,NO,2023-06-12,Q,5735,11103
10530,2023-01-30,33.970000,TR,MER,FPAY,UNAV,CASH,0,0,0.000883,NA,,,DA,2023-01-31,34.000000,D1,2023-01-31,Q,2835,11118
10656,2019-04-02,0.134500,TR,GDR,VCL,BKPY,PRCF,0,0,-0.182156,NA,2019-04-03,0.110000,DP,2019-04-03,0.000000,NO,2019-04-03,Q,5160,54
10659,2015-08-19,34.610000,TR,MER,FPAY,UNAV,STK,82567,14092,-0.016325,NA,,,DA,2015-08-20,34.045000,D1,2015-08-20,Q,8070,11296
10661,2024-02-16,0.440000,TR,GDR,VCL,FING,PRCF,0,0,-0.406818,NA,2024-02-20,0.261000,DP,2024-02-20,0.000000,NO,2024-02-20,Q,2833,11304
10667,2016-06-01,5.400000,TR,MER,FPAY,UNAV,STK,92776,53078,0.013121,NA,,,DA,2016-06-02,5.470855,D1,2016-06-02,Q,3714,11309
10781,2023-09-14,12.000000,TR,GDR,VCL,CORQ,PRCF,0,0,-0.132500,NA,2023-09-15,10.410000,DP,2023-09-15,0.000000,NO,2023-09-15,Q,6020,11451
10838,2019-06-03,0.310000,TR,GDR,VCL,LP,PRCF,0,0,0.387097,NA,2019-06-04,0.430000,DP,2019-06-04,0.000000,NO,2019-06-04,Q,2836,11517
10853,2016-01-29,44.470000,TR,MER,FPAY,UNAV,STK,92102,52381,0.008545,NA,,,DA,2016-02-01,44.850000,D1,2016-02-01,Q,7822,11545
10886,2024-10-02,0.530100,TR,GDR,VCL,FING,PRCF,0,0,0.480853,NA,2024-10-03,0.785000,DP,2024-10-03,0.000000,NO,2024-10-03,Q,2273,11574
10909,2022-06-07,94.920000,TR,MER,FPAY,UNAV,CASH,0,8045,0.000843,NA,,,DA,2022-06-08,95.000000,D1,2022-06-08,Q,7373,11614
10913,2018-08-20,56.900000,TR,MER,FPAY,UNAV,CST,11293,9147,0.028911,NA,,,DA,2018-08-21,58.545050,D2,2018-08-21,Q,6020,11616
10952,2022-08-22,29.000000,TR,MER,FPAY,UNAV,CASH,0,54273,0.000000,NA,,,DA,2022-08-23,29.000000,D1,2022-08-23,N,6798,11678
11003,2018-08-10,47.370000,TR,MER,FPAY,UNAV,STK,38156,21923,-0.032075,NA,,,DA,2018-08-13,45.850600,D1,2018-08-13,N,4922,0
11043,2024-12-12,2.670000,TR,GDR,VCL,CORQ,PRCF,0,0,-0.363296,NA,2024-12-13,1.700000,DP,2024-12-13,0.000000,NO,2024-12-13,Q,8071,11794
11056,2014-04-17,33.100000,TR,MER,FPAY,UNAV,CST,86004,16035,-0.022417,NA,,,DA,2014-04-21,32.358000,D2,2014-04-21,Q,6036,15222
11061,2014-09-23,23.420000,TR,GLI,FPAY,UNAV,UNAV,0,0,-0.002737,NA,,,DA,2014-09-24,23.355910,D1,2014-09-24,R,6726,0
11077,2015-08-20,35.800000,TR,GDR,VCL,MTMK,PRCF,0,0,-0.058939,NA,2015-08-21,33.690000,DP,2015-08-21,0.000000,NO,2015-08-21,Q,3674,493
11131,2015-12-31,22.920000,TR,MER,FPAY,UNAV,STK,75605,10218,-0.030849,NA,,,DA,2016-01-04,22.212950,D1,2016-01-04,Q,6030,11925
11182,2020-03-27,6.340000,TR,GLI,FPAY,UNAV,UNAV,0,0,0.000000,NA,,,DA,2020-03-28,6.340000,D1,2020-03-30,R,6726,0
11203,2023-11-15,29.990000,TR,MER,FPAY,UNAV,CASH,0,58349,0.000333,NA,,,DA,2023-11-16,30.000000,D1,2023-11-16,N,6719,26638
11246,2017-11-10,13.300000,TR,GDR,VCL,INSC,PRCF,0,0,0.062406,NA,2017-11-13,14.130000,DP,2017-11-13,0.000000,NO,2017-11-13,Q,6159,12078
11343,2022-07-21,204.000000,TR,MER,FPAY,UNAV,CASH,0,0,-0.004902,NA,,,DA,2022-07-22,203.000000,D1,2022-07-22,Q,2015,12226
11348,2021-11-12,115.290000,TR,MER,FPAY,UNAV,CASH,0,57369,-0.000087,NA,,,DA,2021-11-15,115.280000,D1,2021-11-15,Q,6020,12231
11361,2020-07-30,0.400200,TR,GDR,VCL,LP,PRCF,0,0,-0.137931,NA,2020-07-31,0.345000,DP,2020-07-31,0.000000,NO,2020-07-31,N,1311,0
11363,2019-06-14,13.775000,TR,GLI,FPAY,UNAV,UNAV,0,0,0.003734,NA,,,DA,2019-06-17,13.826430,D1,2019-06-17,R,6726,0
11370,2024-11-22,63.140000,TR,MER,FPAY,UNAV,CASH,0,0,0.000158,NA,,,DA,2024-11-25,63.150000,D1,2024-11-25,N,7389,0
11378,2018-03-08,21.500000,TR,MER,FPAY,UNAV,CASH,0,0,0.000000,NA,,,DA,2018-03-09,21.500000,D1,2018-03-09,N,2813,12262
11394,2024-06-14,0.310200,TR,GDR,VCL,FING,PRCF,0,0,0.031593,NA,2024-06-17,0.320000,DP,2024-06-17,0.000000,NO,2024-06-17,Q,3580,12279
11441,2021-02-25,3.250100,TR,MER,FPAY,UNAV,CASH,0,55369,-0.000031,NA,,,DA,2021-02-26,3.250000,D1,2021-02-26,Q,6211,12338
11481,2023-12-27,1.160000,TR,GDR,VCL,FING,PRCF,0,0,-0.267241,NA,2023-12-28,0.850000,DP,2023-12-28,0.000000,NO,2023-12-28,Q,7373,12382
11505,2015-10-08,5.330100,TR,GLI,FPAY,UNAV,UNAV,0,0,0.012345,NA,,,DA,2015-10-09,5.395900,D1,2015-10-09,R,6726,0
11513,2014-12-31,3.900000,TR,MER,FPAY,UNAV,STK,81546,13663,0.070608,NA,,,DA,2015-01-02,4.175370,D1,2015-01-02,Q,6030,12420
11552,2019-11-20,108.240000,TR,MER,FPAY,UNAV,SNC,19393,20331,0.007945,NA,,,DA,2019-11-21,109.100000,MU,2019-11-21,Q,2890,12464
11587,2024-08-20,459.920000,TR,MER,FPAY,UNAV,CASH,0,3160,0.000174,NA,,,DA,2024-08-21,460.000000,D1,2024-08-21,Q,4920,518
11599,2014-05-09,45.740000,TR,MER,FPAY,UNAV,CASH,0,0,0.000219,NA,,,DA,2014-05-12,45.750000,D1,2014-05-12,N,4213,12541
11638,2019-07-01,50.010000,TR,MER,FPAY,UNAV,CASH,0,0,-0.000200,NA,,,DA,2019-07-02,50.000000,D1,2019-07-02,Q,2790,12599
11641,2017-04-20,42.950000,TR,MER,FPAY,UNAV,CASH,0,0,0.001164,NA,,,DA,2017-04-21,43.000000,D1,2017-04-21,Q,4520,12602
11648,2017-10-06,17.346800,TR,GLI,FPAY,UNAV,UNAV,0,0,0.000899,NA,,,DA,2017-10-09,17.362400,D1,2017-10-09,R,6726,0
11703,2017-08-31,83.930000,TR,MER,FPAY,UNAV,STK,16851,56027,0.026150,NA,,,DA,2017-09-01,86.124760,D1,2017-09-01,N,2879,0
11707,2019-12-03,59.990000,TR,MER,FPAY,UNAV,CASH,0,0,0.000167,NA,,,DA,2019-12-04,60.000000,D1,2019-12-04,N,2834,12696
11750,2017-12-14,4.520000,TR,MER,FPAY,UNAV,STK,86124,7676,0.030669,NA,,,DA,2017-12-15,4.658626,D1,2017-12-15,Q,6020,12648
11781,2015-10-09,0.197550,BA,GDR,VCL,CORQ,PRCF,0,0,-0.088838,NA,2015-10-12,0.180000,DP,2015-10-12,0.000000,NO,2015-10-12,Q,7372,70045527
11786,2023-03-10,39.370000,BA,GDR,VCL,FING,PRCF,0,0,,DG,2023-03-28,0.400000,DP,2023-03-28,0.000000,NO,2023-03-13,Q,6020,12773
11814,2014-03-25,45.740000,TR,GLI,FPAY,UNAV,UNAV,0,0,0.003165,NA,,,DA,2014-03-26,45.884770,D1,2014-03-26,R,6726,0
11825,2022-11-03,54.000000,TR,MER,FPAY,UNAV,CASH,0,3160,0.000000,NA,,,DA,2022-11-04,54.000000,D1,2022-11-04,Q,3820,12832
11896,2021-08-25,103.140000,TR,MER,FPAY,UNAV,STK,60871,282,0.022269,NA,,,DA,2021-08-26,105.436800,D1,2021-08-26,Q,3674,12915
11969,2014-03-25,84.490000,TR,GLI,FPAY,UNAV,UNAV,0,0,0.002876,NA,,,DA,2014-03-26,84.733020,D1,2014-03-26,R,6726,0
11972,2014-03-25,60.590000,TR,GLI,FPAY,UNAV,UNAV,0,0,0.005118,NA,,,DA,2014-03-26,60.900110,D1,2014-03-26,R,6726,0
11979,2014-03-25,48.470000,TR,GLI,FPAY,UNAV,UNAV,0,0,0.005742,NA,,,DA,2014-03-26,48.748310,D1,2014-03-26,R,6726,0
11980,2014-03-25,66.202000,TR,GLI,FPAY,UNAV,UNAV,0,0,0.000875,NA,,,DA,2014-03-26,66.259950,D1,2014-03-26,R,6726,0
11984,2014-03-25,52.670000,TR,GLI,FPAY,UNAV,UNAV,0,0,0.008460,NA,,,DA,2014-03-26,53.115580,D1,2014-03-26,R,6726,0
11986,2014-03-25,65.850000,TR,GLI,FPAY,UNAV,UNAV,0,0,0.009847,NA,,,DA,2014-03-26,66.498420,D1,2014-03-26,R,6726,0
11988,2014-03-25,76.950000,TR,GLI,FPAY,UNAV,UNAV,0,0,-0.006199,NA,,,DA,2014-03-26,76.473000,D1,2014-03-26,R,6726,0
11989,2014-03-25,82.370000,TR,GLI,FPAY,UNAV,UNAV,0,0,-0.000112,NA,,,DA,2014-03-26,82.360790,D1,2014-03-26,R,6726,0
11992,2021-06-08,45.180000,TR,MER,FPAY,UNAV,STK,42906,2093,-0.003719,NA,,,DA,2021-06-09,45.011970,D1,2021-06-09,Q,6020,13178
11999,2015-06-24,0.358700,TR,GDR,VCL,BKPY,PRCF,0,0,-0.665459,NA,2015-06-25,0.120000,DP,2015-06-25,0.000000,NO,2015-06-25,N,1099,0
12007,2018-10-08,2.072500,TR,GDR,VCL,BKPY,PRCF,0,0,-0.874548,NA,2018-10-11,0.260000,DP,2018-10-11,0.000000,NO,2018-10-09,N,1221,0
12011,2016-03-22,11.000000,TR,MER,FPAY,UNAV,CASH,0,0,0.000000,NA,,,DA,2016-03-23,11.000000,D1,2016-03-23,N,3663,0
12015,2024-12-20,53.360000,TR,MER,FPAY,UNAV,STK,90056,44916,0.011022,NA,,,DA,2024-12-23,53.948120,D1,2024-12-23,N,6722,0
12018,2018-05-11,0.620000,TR,GDR,VCL,CORQ,PRCF,0,0,0.048387,NA,2018-05-14,0.650000,DP,2018-05-14,0.000000,NO,2018-05-14,Q,9999,62149
12021,2014-07-17,20.900000,TR,MER,FPAY,UNAV,CASH,0,0,0.004785,NA,,,DA,2014-07-18,21.000000,D1,2014-07-18,Q,9999,66008
12023,2019-07-09,0.692600,TR,GDR,VCL,DELQ,PRCF,0,0,,DG,2019-08-21,0.020000,DP,2019-08-21,0.000000,NO,2019-07-10,Q,9999,66168
12025,2015-02-20,21.720000,TR,MER,FPAY,UNAV,CST,10252,8179,0.045898,NA,,,DA,2015-02-23,22.716900,D2,2015-02-23,Q,9999,65901
12026,2016-08-22,30.490000,BA,MER,FPAY,UNAV,CASH,0,0,0.000328,NA,,,DA,2016-08-23,30.500000,D1,2016-08-23,Q,9999,66196
12027,2016-09-14,4.490000,TR,MER,FPAY,UNAV,CASH,0,0,0.002227,NA,,,DA,2016-09-15,4.500000,D1,2016-09-15,Q,9999,66205
12030,2016-01-13,0.300000,TR,GDR,VCL,LP,PRCF,0,0,0.600000,NA,2016-01-14,0.480000,DP,2016-01-14,0.000000,NO,2016-01-14,Q,6719,58427
12047,2019-06-14,11.360000,TR,GLI,FPAY,UNAV,UNAV,0,0,0.005303,NA,,,DA,2019-06-17,11.420240,D1,2019-06-17,R,6726,0
12051,2017-01-19,13.010000,TR,MER,FPAY,UNAV,CASH,0,50870,-0.000769,NA,,,DA,2017-01-20,13.000000,D1,2017-01-20,N,7372,0
12057,2016-02-26,0.151000,TR,GDR,VCL,MVOT,PRCF,0,0,0.059603,NA,2016-02-29,0.160000,DP,2016-02-29,0.000000,NO,2016-02-29,A,1081,0
12072,2016-10-05,16.530000,TR,MER,FPAY,UNAV,STK,27511,1072,-0.014900,NA,,,DA,2016-10-06,16.283700,D1,2016-10-06,N,6798,4561
12073,2022-04-01,19.410000,TR,MER,FPAY,UNAV,STK,35554,1689,0.006556,NA,,,DA,2022-04-04,19.537260,D1,2022-04-04,Q,6036,13130
12080,2017-03-21,0.060200,TR,GDR,VCL,BKPY,PRCF,0,0,-0.003322,NA,2017-03-22,0.060000,DP,2017-03-22,0.000000,NO,2017-03-22,Q,9999,66522
12085,2014-02-21,4.250000,TR,MER,FPAY,UNAV,CSHN,0,5310,-0.141176,MV,,,DA,2014-02-24,0.000000,D2,2014-02-24,Q,9999,66244
12088,2017-11-30,12.870000,TR,MER,FPAY,UNAV,STK,84389,31896,-0.009557,NA,,,DA,2017-12-01,12.747000,D1,2017-12-01,Q,6022,55116
12089,2021-04-21,88.720000,TR,MER,FPAY,UNAV,CASH,0,0,0.000338,NA,,,DA,2021-04-22,88.750000,D1,2021-04-22,Q,9999,66469
12093,2021-12-27,169.410000,TR,MER,FPAY,UNAV,CASH,0,34770,0.003483,NA,,,DA,2021-12-28,170.000000,D1,2021-12-28,N,7375,0
12097,2016-04-20,5.170000,TR,MER,FPAY,UNAV,CASH,0,0,0.001934,NA,,,DA,2016-04-21,5.180000,D1,2016-04-21,N,5812,0
12103,2024-07-19,12.220000,TR,MER,FPAY,UNAV,STK,12514,53646,0.039710,NA,,,DA,2024-07-22,12.705260,D1,2024-07-22,N,6722,0
12149,2018-08-13,11.500000,TR,MER,FPAY,UNAV,CASH,0,54931,0.000000,NA,,,DA,2018-08-14,11.500000,D1,2018-08-14,Q,2834,13173
12166,2023-08-22,0.309000,TR,GDR,VCL,FING,PRCF,0,0,0.100324,NA,2023-08-23,0.340000,DP,2023-08-23,0.000000,NO,2023-08-23,Q,6020,13347
12169,2015-02-27,0.720000,TR,GDR,VCL,PUBI,PRCF,0,0,-0.652778,NA,2015-03-02,0.250000,DP,2015-03-02,0.000000,NO,2015-03-02,N,6162,13431
12173,2018-03-08,36.280000,TR,GEX,FPAY,UNAV,CNC,17334,9914,0.075797,NA,,,DA,2018-03-09,39.029900,D2,2018-03-09,Q,4813,13223
12175,2015-04-06,8.100000,TR,GLI,NFP,UNAV,UNAV,0,0,,DP,,,DM,,0.000000,NO,2015-04-07,N,1011,0
12190,2018-02-09,4.000000,BA,GDR,VCL,DERE,PRCF,0,0,-0.245000,NA,2018-02-12,3.020000,DP,2018-02-12,0.000000,NO,2018-02-12,Q,2810,13418
12217,2014-10-09,86.000000,TR,MER,FPAY,UNAV,CASH,0,0,0.000000,NA,,,DA,2014-10-10,86.000000,D1,2014-10-10,Q,3829,10861
12248,2016-11-01,25.030000,TR,MER,FPAY,UNAV,CASH,0,14754,-0.001199,NA,,,DA,2016-11-02,25.000000,D1,2016-11-02,Q,4011,13198
12288,2016-12-23,9.670000,TR,GLI,FPAY,UNAV,UNAV,0,0,0.000827,NA,,,DA,2016-12-27,9.678000,D2,2016-12-27,A,6726,0
12290,2014-09-26,51.700000,TR,GLI,FPAY,UNAV,UNAV,0,0,0.004042,NA,,,DA,2014-09-29,51.908990,D1,2014-09-29,R,6726,0
12291,2015-12-17,0.290000,TR,GDR,VCL,INSC,PRCF,0,0,-0.179310,NA,2015-12-18,0.238000,DP,2015-12-18,0.000000,NO,2015-12-18,N,1221,0
12293,2022-05-17,2.800000,TR,GDR,VCL,DELQ,PRCF,0,0,-0.250000,NA,2022-05-24,2.100000,DP,2022-05-24,0.000000,NO,2022-05-18,N,7389,0
12306,2016-09-22,17.140000,TR,GLI,FPAY,UNAV,UNAV,0,0,0.007252,NA,,,DA,2016-09-23,17.264300,D1,2016-09-23,R,6726,0
12307,2023-08-18,0.050000,TR,GDR,VCL,FING,PRCF,0,0,0.640000,NA,2023-08-21,0.082000,DP,2023-08-21,0.000000,NO,2023-08-21,Q,9999,66378
12309,2016-11-03,2.670000,TR,MER,FPAY,UNAV,STK,16403,55762,0.117110,NA,,,DA,2016-11-04,2.982684,D2,2016-11-04,Q,9999,66290
12310,2024-04-18,0.036200,TR,GDR,VCL,FING,PRCF,0,0,-0.834254,NA,2024-04-19,0.006000,DP,2024-04-19,0.000000,NO,2024-04-19,Q,7389,50131
12312,2016-07-28,17.745000,TR,MER,FPAY,UNAV,CASH,0,0,0.000282,NA,,,DA,2016-07-29,17.750000,D1,2016-07-29,Q,9999,66389
12322,2017-05-12,24.310000,TR,GLI,FPAY,UNAV,UNAV,0,0,0.002921,NA,,,DA,2017-05-15,24.381000,D1,2017-05-15,R,6726,0
12323,2016-03-02,7.000000,TR,MER,FPAY,UNAV,CASH,0,0,0.002571,NA,,,DA,2016-03-03,7.018000,D1,2016-03-03,N,6798,0
12324,2016-06-22,2.440000,TR,MER,FPAY,UNAV,CASH,0,0,0.008197,NA,,,DA,2016-06-23,2.460000,D1,2016-06-23,N,3511,0
12330,2016-07-27,35.060000,TR,MER,FPAY,UNAV,CASH,0,0,-0.000285,NA,,,DA,2016-07-28,35.050000,D1,2016-07-28,N,8099,0
12334,2023-09-20,21.081500,TR,GLI,FPAY,UNAV,UNAV,0,0,0.007729,NA,,,DA,2023-09-21,21.244430,D1,2023-09-21,R,6726,0
12340,2019-09-27,31.000000,TR,MER,FPAY,UNAV,CASH,0,0,0.000000,NA,,,DA,2019-09-30,31.000000,D1,2019-09-30,N,3465,0
12347,2016-11-29,1.970000,TR,MER,FPAY,UNAV,STK,78688,28826,0.051630,NA,,,DA,2016-11-30,2.071712,D1,2016-11-30,Q,9999,66693
12348,2018-05-23,4.050000,TR,MER,FPAY,UNAV,CASH,0,0,0.000000,NA,,,DA,2018-05-24,4.050000,D1,2018-05-24,Q,9999,66825
12349,2014-07-08,0.605000,TR,GDR,VCL,VIO,PRCF,0,0,-0.123967,NA,2014-07-09,0.530000,DP,2014-07-09,0.000000,NO,2014-07-09,Q,9999,66845
12352,2019-05-17,0.883900,TR,GDR,VCL,DELQ,PRCF,0,0,,DG,2019-09-06,0.400000,DP,2019-09-06,0.000000,NO,2019-05-20,Q,9999,66661
12353,2014-12-02,4.010000,TR,MER,FPAY,UNAV,CASH,0,0,0.000000,NA,,,DA,2014-12-03,4.010000,D1,2014-12-03,Q,9999,66702
12356,2019-06-11,11.230000,TR,MER,FPAY,UNAV,CASH,0,21011,0.001781,NA,,,DA,2019-06-12,11.250000,D1,2019-06-12,Q,9999,66419
12357,2016-04-14,3.900000,TR,MER,FPAY,UNAV,CASH,0,0,0.025641,NA,,,DA,2016-04-15,4.000000,D1,2016-04-15,Q,9999,66809
12358,2024-08-21,0.310000,TR,GDR,VCL,FING,PRCF,0,0,-0.129032,NA,2024-08-22,0.270000,DP,2024-08-22,0.000000,NO,2024-08-22,Q,4899,39574
12362,2021-05-28,33.000000,TR,MER,FPAY,UNAV,CASH,0,0,0.000000,NA,,,DA,2021-06-01,33.000000,D1,2021-06-01,Q,9999,79271
12364,2014-09-12,10.500000,TR,MER,FPAY,UNAV,CASH,0,0,0.000000,NA,,,DA,2014-09-15,10.500000,D1,2014-09-15,N,3674,0
12365,2020-11-04,15.940000,TR,MER,FPAY,UNAV,CASH,0,0,0.003764,NA,,,DA,2020-11-05,16.000000,D1,2020-11-05,N,7374,0
12367,2024-09-16,0.088400,TR,GDR,VCL,LP,PRCF,0,0,-0.604072,NA,2024-09-18,0.035000,DP,2024-09-18,0.000000,NO,2024-09-17,A,6799,0
12371,2021-10-29,15.400000,TR,GEX,FPAY,UNAV,STK,92993,53120,0.010819,NA,,,DA,2021-11-01,15.566610,D1,2021-11-01,R,6726,0
12374,2021-04-20,172.270000,TR,MER,FPAY,UNAV,CST,88360,37731,0.023370,NA,,,DA,2021-04-21,176.296000,D2,2021-04-21,Q,3674,67225
12375,2015-01-23,12.340000,TR,MER,FPAY,UNAV,STK,15160,-5,0.000000,NA,,,DA,2015-01-26,12.340000,D1,2015-01-26,R,6726,0
12376,2023-11-10,6.715000,TR,MER,FPAY,UNAV,CST,90340,45534,0.021829,NA,,,DA,2023-11-13,6.861582,D2,2023-11-13,N,6722,0
12379,2018-11-16,20.350000,TR,MER,FPAY,UNAV,STK,93325,53381,0.004141,NA,,,DA,2018-11-19,20.434270,D1,2018-11-19,N,6722,0
12381,2014-03-10,99.720000,TR,GLI,FPAY,UNAV,UNAV,0,0,0.010667,NA,,,DA,2014-03-11,100.783700,D1,2014-03-11,R,6726,0
12382,2014-09-22,1.230000,TR,GDR,VCL,CORQ,PRCF,0,0,-0.016260,NA,2014-09-23,1.210000,DP,2014-09-23,0.000000,NO,2014-09-23,N,2711,0
12383,2014-07-14,2.280000,TR,GEX,FPAY,UNAV,STK,12382,53562,-0.031667,NA,,,DA,2014-07-15,2.207800,D1,2014-07-15,N,2711,0
12384,2019-12-04,15.020000,TR,MER,FPAY,UNAV,CST,91111,50309,0.014581,NA,,,DA,2019-12-05,15.239000,D2,2019-12-05,N,4613,0
12389,2017-03-24,0.268000,TR,GDR,VCL,BKPY,PRCF,0,0,-0.667910,NA,2017-03-30,0.089000,DP,2017-03-30,0.000000,NO,2017-03-27,A,1389,0
12390,2016-06-03,5.440000,TR,MER,FPAY,UNAV,CASH,0,0,0.001838,NA,,,DA,2016-06-06,5.450000,D1,2016-06-06,N,8299,0
12392,2016-06-23,99.200000,TR,MER,FPAY,UNAV,CASH,0,21394,0.000504,NA,,,DA,2016-06-27,99.250000,D1,2016-06-24,Q,9999,67025
12399,2015-06-03,0.024000,TR,GDR,VCL,BKPY,PRCF,0,0,-0.291667,NA,2015-06-04,0.017000,DP,2015-06-04,0.000000,NO,2015-06-04,Q,9999,67283
12402,2020-02-28,14.000000,TR,MER,FPAY,UNAV,CST,78763,29637,0.051146,NA,,,DA,2020-03-02,14.716040,D2,2020-03-02,Q,9999,65908
12403,2014-07-18,18.450000,TR,MER,FPAY,UNAV,CASH,0,0,0.002710,NA,,,DA,2014-07-21,18.500000,D1,2014-07-21,Q,9999,66032
12405,2018-12-04,143.680000,TR,MER,FPAY,UNAV,CASH,0,21384,0.002227,NA,,,DA,2018-12-06,144.000000,D1,2018-12-06,Q,9999,66781
12406,2014-10-17,29.325000,BA,MER,FPAY,UNAV,CASH,0,54993,0.007795,NA,,,DA,2014-10-20,29.553600,D1,2014-10-20,Q,9999,66541
12410,2016-04-27,28.510000,TR,MER,FPAY,UNAV,CASH,0,53688,-0.000351,NA,,,DA,2016-04-28,28.500000,D1,2016-04-28,Q,9999,66267
12413,2022-03-04,26.680000,TR,MER,FPAY,UNAV,CSHN,0,0,-0.025487,MV,,,DA,2022-03-07,0.000000,D2,2022-03-07,Q,9999,66784
12437,2023-02-28,21.920000,TR,MER,FPAY,UNAV,CSHN,0,0,-0.064781,MV,,,DA,2023-03-01,0.000000,D2,2023-03-01,N,831,0
12438,2018-06-22,37.100000,TR,MER,FPAY,UNAV,STK,17856,54446,-0.001348,NA,,,DA,2018-06-25,37.050000,D1,2018-06-25,R,6726,0
12439,2015-12-17,0.092800,TR,GDR,VCL,LP,PRCF,0,0,-0.051724,NA,2015-12-18,0.088000,DP,2015-12-18,0.000000,NO,2015-12-18,A,1479,0
12440,2015-06-22,1.360000,TR,GDR,VCL,BKPY,PRCF,0,0,,DM,,,DM,,,NO,2015-06-23,A,7361,0
12444,2016-09-20,6.630000,TR,MER,FPAY,UNAV,CASH,0,0,0.010558,NA,,,DA,2016-09-21,6.700000,D1,2016-09-21,N,5961,0
12445,2016-03-02,27.370000,TR,GLI,FPAY,UNAV,UNAV,0,0,0.058105,NA,,,DA,2016-06-01,28.960330,D1,2016-03-03,R,6726,0
